,Compound Score,Date,Negative Score,Neutral Score,Positive Score,Source,Text,Tweets Ago
258,0.0,Fri Jan 19 19:20:04 +0000 2018,0.0,1.0,0.0,@CNN,L'Oreal Paris is breaking barriers and making history by featuring a hijab-wearing woman in a hair campaign… https://t.co/Wl4TfjT8F8,58
259,-0.1027,Fri Jan 19 19:10:17 +0000 2018,0.069,0.931,0.0,@CNN,"Russian President Vladimir Putin took a dip in freezing water to mark the feast of the Epiphany, part of a traditio… https://t.co/UnhS3qTp1l",59
260,0.0,Fri Jan 19 19:00:33 +0000 2018,0.0,1.0,0.0,@CNN,A Year of Resistance: An abridged timeline of a year of mobilizations and movement-building following the Women’s M… https://t.co/z3t9kl6PYI,60
261,0.5106,Fri Jan 19 18:59:13 +0000 2018,0.0,0.852,0.148,@CNN,Former FBI Director James Comey will teach a course on ethical leadership at William and Mary beginning in the fall… https://t.co/JLsGt6dSGO,61
262,0.1779,Fri Jan 19 18:44:56 +0000 2018,0.0,0.925,0.075,@CNN,"Amazon says the cost of a monthly Prime membership will go from $10.99 to $12.99, up 18%. The cost for students wil… https://t.co/bnVYqC8zRf",62
263,0.296,Fri Jan 19 18:34:12 +0000 2018,0.0,0.896,0.104,@CNN,RT @CNNPhotos: Photographers who cover the White House share their most memorable images from Trump’s first year in office: https://t.co/8e…,63
264,-0.8571,Fri Jan 19 18:24:49 +0000 2018,0.297,0.703,0.0,@CNN,"“Larry, you do realize now that we, this group of women you so heartlessly abused over such a long period of time,… https://t.co/SB7iCOoO48",64
265,-0.6597,Fri Jan 19 18:10:10 +0000 2018,0.196,0.804,0.0,@CNN,"Scientists have developed an experimental blood test that may be able to detect 8 types of cancer, study says https://t.co/FTRtr9AkUe",65
266,0.0,Fri Jan 19 18:01:50 +0000 2018,0.0,1.0,0.0,@CNN,A source close to the meeting between Trump and Schumer says “it's a signal Trump wants a deal. Let's see.” https://t.co/QLluqjcY6q,66
267,0.0,Fri Jan 19 18:00:07 +0000 2018,0.0,1.0,0.0,@CNN,President Trump and Senate Minority Leader Chuck Schumer are meeting at the White House hours ahead of the governme… https://t.co/EYDjZtZt4c,67
268,-0.3612,Fri Jan 19 17:50:03 +0000 2018,0.195,0.683,0.122,@CNN,"Former Trump administration appointee Carl Higbie apologizes for the racist, sexist, anti-Muslim and anti-LGBT comm… https://t.co/CgUfnyo80p",68
269,0.0,Fri Jan 19 17:40:15 +0000 2018,0.0,1.0,0.0,@CNN,"National parks will stay open if there is a government shutdown, the White House says https://t.co/YYiOBf0it1 https://t.co/kfhHHQ5myq",69
270,-0.128,Fri Jan 19 17:31:35 +0000 2018,0.067,0.933,0.0,@CNN,"President Trump is speaking via video feed to the March for Life gathering in Washington, where he will tout his ad… https://t.co/b8RWKWMtr4",70
271,-0.7964,Fri Jan 19 17:30:21 +0000 2018,0.272,0.728,0.0,@CNN,"The flu, which is now widespread in 49 states, has killed 30 children, and officials say it hasn't yet peaked… https://t.co/f7Uua8f7Pk",71
272,0.0,Fri Jan 19 17:20:05 +0000 2018,0.0,1.0,0.0,@CNN,Members of the US House of Representatives — which passed a short-term spending bill last night — have been instruc… https://t.co/h2ojGkTwZ8,72
273,0.0,Fri Jan 19 17:10:15 +0000 2018,0.0,1.0,0.0,@CNN,"White House slams Democrats, preps for government shutdown https://t.co/r5cc46JcBV https://t.co/XrJKX0vzkM",73
274,-0.2732,Fri Jan 19 17:03:59 +0000 2018,0.11,0.89,0.0,@CNN,"A heart-warming concert for one: After this 93-year-old man in Mansfield, England was the victim of theft, a police… https://t.co/5ChKkHPzIL",74
275,-0.25,Fri Jan 19 17:01:03 +0000 2018,0.095,0.905,0.0,@CNN,The Women’s March brought millions to the streets for a historic day of protest the day after President Trump’s ina… https://t.co/srNynr6lN8,75
276,-0.296,Fri Jan 19 16:50:22 +0000 2018,0.099,0.901,0.0,@CNN,"White House budget director Mick Mulvaney on a potential shutdown: ""There is no way you could lay this at the feet… https://t.co/7NNqxZQmIM",76
277,0.3612,Fri Jan 19 16:27:38 +0000 2018,0.0,0.894,0.106,@CNN,"RT @CNNPolitics: White House Director of Legislative Affairs Marc Short: ""The President stands ready to sign that bill to keep the governme…",77
278,0.0,Fri Jan 19 16:19:23 +0000 2018,0.0,1.0,0.0,@CNN,White House officials talk about the potential government shutdown. Watch live: https://t.co/vhkaPaA3uB https://t.co/ctMTLXQKYA,78
279,0.5096,Fri Jan 19 15:58:06 +0000 2018,0.0,0.838,0.162,@CNN,"Baltimore's mayor just ousted the police commissioner, saying the city wasn't reducing violence fast enough. In 201… https://t.co/3a8UazerxM",79
280,-0.1027,Fri Jan 19 15:50:12 +0000 2018,0.076,0.924,0.0,@CNN,"Just weeks before the 2016 presidential election, President Trump's lawyer formed a private LLC to pay a former por… https://t.co/xcBNTjWKN1",80
281,0.0,Fri Jan 19 15:48:31 +0000 2018,0.0,1.0,0.0,@CNN,JUST IN: The first guest to appear on The #VanJonesShow will be Jay-Z. Catch @vanjones68 and @S_C_ January 27 at 7p… https://t.co/29gsxXDdCj,81
282,0.4215,Fri Jan 19 15:40:11 +0000 2018,0.0,0.843,0.157,@CNN,The United States could soon be pumping more oil than any country on earth https://t.co/eRy3izrqXa https://t.co/fUP7cviR2L,82
283,0.5106,Fri Jan 19 15:30:11 +0000 2018,0.0,0.852,0.148,@CNN,Former FBI Director James Comey will teach a course on ethical leadership at William and Mary beginning in the fall… https://t.co/1enguR97iz,83
284,-0.25,Fri Jan 19 15:20:36 +0000 2018,0.095,0.905,0.0,@CNN,The Women’s March brought millions to the streets for a historic day of protest the day after President Trump’s ina… https://t.co/8YADz5Y1Gf,84
285,-0.1901,Fri Jan 19 15:10:10 +0000 2018,0.099,0.901,0.0,@CNN,"Women who marched, one year later: 'We are exhausted but we're here and we're still marching'… https://t.co/E5nL109XRu",85
286,-0.3182,Fri Jan 19 15:00:15 +0000 2018,0.108,0.892,0.0,@CNN,Trump appointee Carl Higbie resigns as the public face of agency that runs AmeriCorps after a #KFile review of raci… https://t.co/1kG4KmyTu9,86
287,0.0,Fri Jan 19 14:50:07 +0000 2018,0.0,1.0,0.0,@CNN,The Trump administration has settled on a location for the new US embassy in Jerusalem and plans to move into the f… https://t.co/tNC94ITjgx,87
288,0.128,Fri Jan 19 14:40:10 +0000 2018,0.12,0.737,0.143,@CNN,"Scientists worldwide are seeking improved and universal flu vaccines. In one new study, researchers used a mutant i… https://t.co/4DTlWndnJR",88
289,-0.3182,Fri Jan 19 14:30:21 +0000 2018,0.108,0.892,0.0,@CNN,"""While Washington fixates over the partisan stakes of the funding drama, the real victims of the latest lurch into… https://t.co/yoqxmORHP4",89
290,0.0,Fri Jan 19 14:20:07 +0000 2018,0.0,1.0,0.0,@CNN,"The year in Melania: an immigrant, a fashion model, a third wife and, by her own account, a notoriously private wom… https://t.co/hJdqx0npIl",90
291,0.0,Fri Jan 19 14:10:08 +0000 2018,0.0,1.0,0.0,@CNN,"If the federal government shuts down:

- About 1.3M active-duty military will be expected to work potentially witho… https://t.co/uzmrosedpW",91
292,0.0,Fri Jan 19 14:00:10 +0000 2018,0.0,1.0,0.0,@CNN,"President Trump was scheduled to head to Mar-a-Lago hours before the government might shut down. Now, an official s… https://t.co/2YYWfAZmzh",92
293,0.0,Fri Jan 19 13:57:50 +0000 2018,0.0,1.0,0.0,@CNN,"RT @NewDay: ""The only person who seems to wants a government shutdown is the President"" says Democratic Sen. Tina Smith https://t.co/Ej6CET…",93
294,0.5859,Fri Jan 19 13:50:06 +0000 2018,0.09,0.641,0.269,@CNN,Big companies used to pay the best wages. Not anymore https://t.co/y0MaUFjndM https://t.co/b6XGhWnTl4,94
295,-0.7964,Fri Jan 19 13:41:13 +0000 2018,0.283,0.717,0.0,@CNN,"RT @natemcdermott: In addition to racist, sexist, anti-Muslim and anti-LGBT comments, Trump nominee said veterans suffering from PTSD had ""…",95
296,-0.7506,Fri Jan 19 13:40:06 +0000 2018,0.252,0.748,0.0,@CNN,Chained to their beds for weeks at a time. Showered only once a year. Beaten and starved. Life for the Turpin famil… https://t.co/o1a2Ir0NUg,96
297,-0.2732,Fri Jan 19 13:30:11 +0000 2018,0.108,0.837,0.054,@CNN,"The Senate is racing to reach a spending deal to avoid a government shutdown, ahead of the one-year anniversary of… https://t.co/muwZy0rfV9",97
298,-0.3182,Fri Jan 19 13:20:12 +0000 2018,0.108,0.892,0.0,@CNN,Trump appointee Carl Higbie resigns as the public face of agency that runs AmeriCorps after a #KFile review of raci… https://t.co/W4g6U548qM,98
299,0.0,Fri Jan 19 13:02:04 +0000 2018,0.0,1.0,0.0,@CNN,"RT @NewDay: A Trump voter defends the President over his ""Access Hollywood"" comments, saying ""his words are taken out of context ... He's n…",99
300,0.25,Fri Jan 19 23:51:26 +0000 2018,0.103,0.701,0.196,@FoxNews,".@mercedesschlapp: ""[@POTUS] wants a permanent fix with the DACA recipients as well as ensuring that we stop a seco… https://t.co/s3np0dkBAT",0
301,0.0,Fri Jan 19 23:51:15 +0000 2018,0.0,1.0,0.0,@FoxNews,Economy changes - Current vs. January 2017. https://t.co/gkbBxjzl5w,1
302,0.4939,Fri Jan 19 23:50:58 +0000 2018,0.0,0.714,0.286,@FoxNews,Patriotic 7th-Grader Climbs Tree to Save American Flag              https://t.co/CC0JFYaYdg,2
303,0.3182,Fri Jan 19 23:40:22 +0000 2018,0.0,0.753,0.247,@FoxNews,Poll: Who will be responsible for shutdown? https://t.co/0d9Repvt3p,3
304,0.0,Fri Jan 19 23:35:10 +0000 2018,0.0,1.0,0.0,@FoxNews,"On @foxandfriends, @michellemalkin slammed Democrats who might force a government shutdown over DACA.… https://t.co/Je8YJ702aW",4
305,0.4404,Fri Jan 19 23:32:39 +0000 2018,0.0,0.847,0.153,@FoxNews,".@SenTomCotton: ""I hope @POTUS talks some sense into @SenSchumer and @TheDemocrats so we don't have the… https://t.co/ygZXbulVXy",5
306,0.0,Fri Jan 19 23:31:31 +0000 2018,0.0,1.0,0.0,@FoxNews,California's bullet train (and biggest boondoggle) is over budget by billions https://t.co/TF56f5aKD9,6
307,0.0,Fri Jan 19 23:23:19 +0000 2018,0.0,1.0,0.0,@FoxNews,"Earlier today, @SenSanders had a blunt message for his Republican colleagues. https://t.co/iOUiQslpiK https://t.co/OisdP26ZsT",7
308,0.0,Fri Jan 19 23:22:14 +0000 2018,0.0,1.0,0.0,@FoxNews,How Bill Gates' daughter lives: Instagram posts showcase spectacular globe-trotting lifestyle https://t.co/zh7mlsdVXf,8
309,0.0772,Fri Jan 19 23:18:00 +0000 2018,0.0,0.822,0.178,@FoxNews,.@YouTube bans Tide Pod challenge videos  https://t.co/9GLnhNcXaz,9
310,-0.5859,Fri Jan 19 23:13:00 +0000 2018,0.297,0.703,0.0,@FoxNews,Bill Cosby sexual assault retrial: What's happened so far https://t.co/dBuTyl4L5W,10
311,0.4939,Fri Jan 19 23:08:27 +0000 2018,0.0,0.714,0.286,@FoxNews,Patriotic 7th-Grader Climbs Tree to Save American Flag https://t.co/CC0JFYaYdg,11
312,-0.5106,Fri Jan 19 23:02:54 +0000 2018,0.19,0.741,0.069,@FoxNews,".@SenateMajLdr: ""Extreme elements of [@TheDemocrats'] base want illegal immigration to crowd out every other priori… https://t.co/CaCOFYlqsd",12
313,0.0,Fri Jan 19 23:01:01 +0000 2018,0.0,1.0,0.0,@FoxNews,CNN star Jim Acosta scolded by Mick Mulvaney amid ‘Schumer Shutdown’ briefing https://t.co/9PZ9FjEm23,13
314,0.0,Fri Jan 19 22:51:02 +0000 2018,0.0,1.0,0.0,@FoxNews,"Omarosa trying to lawyer up, may have secretly taped White House conversations https://t.co/J8SKHJNsY9",14
315,0.4215,Fri Jan 19 22:40:10 +0000 2018,0.0,0.811,0.189,@FoxNews,"Moments ago, President @realDonaldTrump tweeted that he was ""making progress"" with @SenSchumer. https://t.co/fr38VqVUEk",15
316,0.0,Fri Jan 19 22:31:40 +0000 2018,0.0,1.0,0.0,@FoxNews,".@JesseBWatters: ""I've never seen Congressmen act this apoplectic before."" #TheFive https://t.co/2BvzNmNmyX",16
317,0.3612,Fri Jan 19 22:23:04 +0000 2018,0.0,0.706,0.294,@FoxNews,Do you agree with @SenWarren? https://t.co/TyDDuAgUtZ https://t.co/SG0I6H5ugZ,17
318,0.0,Fri Jan 19 22:19:38 +0000 2018,0.0,1.0,0.0,@FoxNews,"Trump may dis NBC News, skip pre-Super Bowl interview https://t.co/CA4Hf43hJy",18
319,-0.5574,Fri Jan 19 22:15:05 +0000 2018,0.184,0.816,0.0,@FoxNews,".@MichelleMalkin: ""@TheDemocrats are going to shut the government down because of 800,000 illegal aliens. Have they… https://t.co/CgiorSGjGS",19
320,0.25,Fri Jan 19 23:51:26 +0000 2018,0.103,0.701,0.196,@FoxNews,".@mercedesschlapp: ""[@POTUS] wants a permanent fix with the DACA recipients as well as ensuring that we stop a seco… https://t.co/s3np0dkBAT",20
321,0.0,Fri Jan 19 23:51:15 +0000 2018,0.0,1.0,0.0,@FoxNews,Economy changes - Current vs. January 2017. https://t.co/gkbBxjzl5w,21
322,0.4939,Fri Jan 19 23:50:58 +0000 2018,0.0,0.714,0.286,@FoxNews,Patriotic 7th-Grader Climbs Tree to Save American Flag              https://t.co/CC0JFYaYdg,22
323,0.3182,Fri Jan 19 23:40:22 +0000 2018,0.0,0.753,0.247,@FoxNews,Poll: Who will be responsible for shutdown? https://t.co/0d9Repvt3p,23
324,0.0,Fri Jan 19 23:35:10 +0000 2018,0.0,1.0,0.0,@FoxNews,"On @foxandfriends, @michellemalkin slammed Democrats who might force a government shutdown over DACA.… https://t.co/Je8YJ702aW",24
325,0.4404,Fri Jan 19 23:32:39 +0000 2018,0.0,0.847,0.153,@FoxNews,".@SenTomCotton: ""I hope @POTUS talks some sense into @SenSchumer and @TheDemocrats so we don't have the… https://t.co/ygZXbulVXy",25
326,0.0,Fri Jan 19 23:31:31 +0000 2018,0.0,1.0,0.0,@FoxNews,California's bullet train (and biggest boondoggle) is over budget by billions https://t.co/TF56f5aKD9,26
327,0.0,Fri Jan 19 23:23:19 +0000 2018,0.0,1.0,0.0,@FoxNews,"Earlier today, @SenSanders had a blunt message for his Republican colleagues. https://t.co/iOUiQslpiK https://t.co/OisdP26ZsT",27
328,0.0,Fri Jan 19 23:22:14 +0000 2018,0.0,1.0,0.0,@FoxNews,How Bill Gates' daughter lives: Instagram posts showcase spectacular globe-trotting lifestyle https://t.co/zh7mlsdVXf,28
329,0.0772,Fri Jan 19 23:18:00 +0000 2018,0.0,0.822,0.178,@FoxNews,.@YouTube bans Tide Pod challenge videos  https://t.co/9GLnhNcXaz,29
330,-0.5859,Fri Jan 19 23:13:00 +0000 2018,0.297,0.703,0.0,@FoxNews,Bill Cosby sexual assault retrial: What's happened so far https://t.co/dBuTyl4L5W,30
331,0.4939,Fri Jan 19 23:08:27 +0000 2018,0.0,0.714,0.286,@FoxNews,Patriotic 7th-Grader Climbs Tree to Save American Flag https://t.co/CC0JFYaYdg,31
332,-0.5106,Fri Jan 19 23:02:54 +0000 2018,0.19,0.741,0.069,@FoxNews,".@SenateMajLdr: ""Extreme elements of [@TheDemocrats'] base want illegal immigration to crowd out every other priori… https://t.co/CaCOFYlqsd",32
333,0.0,Fri Jan 19 23:01:01 +0000 2018,0.0,1.0,0.0,@FoxNews,CNN star Jim Acosta scolded by Mick Mulvaney amid ‘Schumer Shutdown’ briefing https://t.co/9PZ9FjEm23,33
334,0.0,Fri Jan 19 22:51:02 +0000 2018,0.0,1.0,0.0,@FoxNews,"Omarosa trying to lawyer up, may have secretly taped White House conversations https://t.co/J8SKHJNsY9",34
335,0.4215,Fri Jan 19 22:40:10 +0000 2018,0.0,0.811,0.189,@FoxNews,"Moments ago, President @realDonaldTrump tweeted that he was ""making progress"" with @SenSchumer. https://t.co/fr38VqVUEk",35
336,0.0,Fri Jan 19 22:31:40 +0000 2018,0.0,1.0,0.0,@FoxNews,".@JesseBWatters: ""I've never seen Congressmen act this apoplectic before."" #TheFive https://t.co/2BvzNmNmyX",36
337,0.3612,Fri Jan 19 22:23:04 +0000 2018,0.0,0.706,0.294,@FoxNews,Do you agree with @SenWarren? https://t.co/TyDDuAgUtZ https://t.co/SG0I6H5ugZ,37
338,0.0,Fri Jan 19 22:19:38 +0000 2018,0.0,1.0,0.0,@FoxNews,"Trump may dis NBC News, skip pre-Super Bowl interview https://t.co/CA4Hf43hJy",38
339,-0.5574,Fri Jan 19 22:15:05 +0000 2018,0.184,0.816,0.0,@FoxNews,".@MichelleMalkin: ""@TheDemocrats are going to shut the government down because of 800,000 illegal aliens. Have they… https://t.co/CgiorSGjGS",39
340,0.4588,Fri Jan 19 22:13:59 +0000 2018,0.0,0.833,0.167,@FoxNews,"Las Vegas shooter Paddock had child porn on computer, FBI investigating person of interest: sheriff https://t.co/kg0x0bQv94",40
341,-0.296,Fri Jan 19 22:08:38 +0000 2018,0.115,0.885,0.0,@FoxNews,".@kimguilfoyle: ""The American people can see through it... There's no need go through these kind of machinations.""… https://t.co/cgkABn6rxD",41
342,0.7351,Fri Jan 19 22:05:38 +0000 2018,0.0,0.625,0.375,@FoxNews,".@SenSchumer: ""We made some progress, but we still have a good number of disagreements."" https://t.co/TyDDuAyvSz https://t.co/hqUliqkMGO",42
343,0.0,Fri Jan 19 22:05:37 +0000 2018,0.0,1.0,0.0,@FoxNews,".@JesseBWatters: ""DREAMers have nothing to do with the budget."" #TheFive https://t.co/g97Kw4B2T1",43
344,-0.3612,Fri Jan 19 22:03:01 +0000 2018,0.128,0.872,0.0,@FoxNews,".@JesseBWatters: ""This country's run by imbeciles. We're $20 trillion in debt. We do this every single year.""… https://t.co/v6PJRkj371",44
345,0.0,Fri Jan 19 22:00:51 +0000 2018,0.0,1.0,0.0,@FoxNews,It's time for #TheFive - Tune in now on Fox News Channel! https://t.co/s4drfbza7z,45
346,0.0,Fri Jan 19 22:00:36 +0000 2018,0.0,1.0,0.0,@FoxNews,".@VP: ""[@realDonaldTrump] is the most pro-life president in American history."" #MarchforLife https://t.co/QQxbjdaLmK",46
347,0.0,Fri Jan 19 21:53:01 +0000 2018,0.0,1.0,0.0,@FoxNews,Dow milestones since election. https://t.co/4OLmoTbvYe,47
348,0.0,Fri Jan 19 21:51:03 +0000 2018,0.0,1.0,0.0,@FoxNews,"President @realDonaldTrump made history today, becoming the first sitting president to address @March_for_Life.… https://t.co/D0Qafj1hrr",48
349,0.0,Fri Jan 19 21:46:06 +0000 2018,0.0,1.0,0.0,@FoxNews,Dow - under Trump Administration. https://t.co/hz1zdkmIUe,49
350,0.0,Fri Jan 19 21:40:35 +0000 2018,0.0,1.0,0.0,@FoxNews,Dow - First year in office: FDR vs. @POTUS vs. @BarackObama vs. Teddy Roosevelt. https://t.co/lGOchZnGSU,50
351,0.0,Fri Jan 19 21:37:29 +0000 2018,0.0,1.0,0.0,@FoxNews,"John Layfield on the economy: ""Now we're trading on corporate earnings and underlying economy and tax plan which is… https://t.co/9WBaIDIUSq",51
352,0.0,Fri Jan 19 21:25:12 +0000 2018,0.0,1.0,0.0,@FoxNews,A look back at every government shutdown in U.S. history https://t.co/bvJ0IoGuxT,52
353,-0.4939,Fri Jan 19 21:21:26 +0000 2018,0.158,0.842,0.0,@FoxNews,".@SpeakerRyan: ""This is nothing more than legislative hostage-taking, and the collateral damage in this are the men… https://t.co/56F5o1MYm0",53
354,0.0,Fri Jan 19 21:17:04 +0000 2018,0.0,1.0,0.0,@FoxNews,Feds to retry Senator Bob Menendez in bribery case https://t.co/iL5LzqTbWr,54
355,-0.2263,Fri Jan 19 21:07:47 +0000 2018,0.16,0.84,0.0,@FoxNews,.@NancyPelosi will guest judge on 'RuPaul's Drag Race: All Stars' https://t.co/UpT0AkleMo,55
356,0.6369,Fri Jan 19 21:05:22 +0000 2018,0.0,0.819,0.181,@FoxNews,"""The @March_for_Life is a movement born out of love... You love every child, born and unborn, b/c you believe that… https://t.co/c3P1epvkLZ",56
357,0.0,Fri Jan 19 21:01:03 +0000 2018,0.0,1.0,0.0,@FoxNews,".@DiamondandSilk: ""These DACA DREAMers are not children. These are adults. And what they should've done is get in l… https://t.co/cRx5z809XL",57
358,0.2716,Fri Jan 19 20:49:06 +0000 2018,0.0,0.878,0.122,@FoxNews,".@LawrenceBJones3: ""@TheDemocrats.... are saying the issues of non-citizens are more important than funding our gov… https://t.co/rD9I2ZTsW3",58
359,0.0,Fri Jan 19 20:48:41 +0000 2018,0.0,1.0,0.0,@FoxNews,"Incredible video shows the massive ice jam along the Connecticut River that prompted officials to declare an ""emerg… https://t.co/DzvH31OLSj",59
360,0.4939,Fri Jan 19 20:40:32 +0000 2018,0.0,0.802,0.198,@FoxNews,"On @foxandfriends, @KellyannePolls praised President @realDonaldTrump's pro-life record in advance of his speaking… https://t.co/oI1boSegla",60
361,0.0,Fri Jan 19 20:36:46 +0000 2018,0.0,1.0,0.0,@FoxNews,"On @foxandfriends, @DiamondandSilk slammed @TheDemocrats for potentially causing a government shutdown over DACA re… https://t.co/Flp1dwuwyl",61
362,-0.296,Fri Jan 19 20:32:42 +0000 2018,0.18,0.82,0.0,@FoxNews,Michael Douglas accused of masturbating in front of former employee https://t.co/w1vF6GFtQW,62
363,0.4404,Fri Jan 19 20:27:40 +0000 2018,0.0,0.847,0.153,@FoxNews,".@SenTomCotton: ""I hope @POTUS talks some sense into @SenSchumer and @TheDemocrats so we don't have the… https://t.co/1VtgOqmOO9",63
364,0.0,Fri Jan 19 20:18:47 +0000 2018,0.0,1.0,0.0,@FoxNews,"On @foxandfriends, @michellemalkin slammed Democrats who might force a government shutdown over DACA.… https://t.co/Qg9CeydImy",64
365,-0.3612,Fri Jan 19 20:13:19 +0000 2018,0.111,0.889,0.0,@FoxNews,"RT @FoxNewsResearch: Trump &amp; Schumer:
•9/6-@POTUS bucks GOP for deal w/ Schumer/Pelosi to raise debt limit, fund govt for 3 mths
•11/1-Day…",65
366,0.4404,Fri Jan 19 19:46:54 +0000 2018,0.0,0.847,0.153,@FoxNews,".@SenTomCotton: ""I hope @POTUS talks some sense into @SenSchumer and @TheDemocrats so we don't have the… https://t.co/SVHkrcB63v",66
367,0.25,Fri Jan 19 19:40:00 +0000 2018,0.103,0.701,0.196,@FoxNews,".@mercedesschlapp: ""[@POTUS] wants a permanent fix with the DACA recipients as well as ensuring that we stop a seco… https://t.co/ENYgwMRM4E",67
368,0.0,Fri Jan 19 19:37:39 +0000 2018,0.0,1.0,0.0,@FoxNews,"NEW SERIES: Fox News launches “Scandalous."" The first seven-episode installment chronicles the events that ultimate… https://t.co/xKT4hztANq",68
369,-0.1706,Fri Jan 19 19:35:24 +0000 2018,0.143,0.753,0.104,@FoxNews,".@mercedesschlapp: ""@TheDemocrats are really feeling the pressure right now because they're actually opposing a bil… https://t.co/STPwurYtHn",69
370,0.0,Fri Jan 19 19:34:16 +0000 2018,0.0,1.0,0.0,@FoxNews,"Pennsylvania man performed 'satanic ritual' on passed-out woman, police say https://t.co/XedrvOwuzl",70
371,0.0772,Fri Jan 19 19:26:23 +0000 2018,0.0,0.915,0.085,@FoxNews,".@LindseyGrahamSC on government shutdown: ""Negotiations are complicated. These are emotional issues but I think we'… https://t.co/0XMgHwpNNf",71
372,0.0,Fri Jan 19 19:24:43 +0000 2018,0.0,1.0,0.0,@FoxNews,".@LindseyGrahamSC on government shutdown: ""We will not get a deal done until @POTUS tells us he's behind it.""… https://t.co/2EVVSADYey",72
373,0.0,Fri Jan 19 18:57:34 +0000 2018,0.0,1.0,0.0,@FoxNews,".@KimKardashian, Kanye West name baby daughter Chicago  https://t.co/7FW3xONIqZ",73
374,0.0,Fri Jan 19 18:53:11 +0000 2018,0.0,1.0,0.0,@FoxNews,.@ICEgov Director Hits Back at CA Dems Over Possible Raids https://t.co/noR7AZ9IWA https://t.co/qWVPiomNoZ,74
375,-0.1139,Fri Jan 19 18:50:02 +0000 2018,0.149,0.851,0.0,@FoxNews,".@SpeakerRyan: ""@POTUS doesn't want a shutdown. Republicans don't want a shutdown. The House passed a bill to preve… https://t.co/AiMhCacoWV",75
376,0.0,Fri Jan 19 18:49:37 +0000 2018,0.0,1.0,0.0,@FoxNews,".@SpeakerRyan: ""This is absolutely needless, completely unnecessary, and wholly because of Senate Democrats trying… https://t.co/TwKNZiLqUR",76
377,0.4588,Fri Jan 19 18:36:47 +0000 2018,0.0,0.85,0.15,@FoxNews,"Breaking News: Las Vegas shooter Paddock had child porn on computer, FBI investigating person of interest: sheriff https://t.co/71rirjN07A",77
378,-0.296,Fri Jan 19 18:31:27 +0000 2018,0.095,0.905,0.0,@FoxNews,".@RepDianeBlack: ""It's no longer as we thought some 45 years ago before we had the science that this a blob of tiss… https://t.co/80XZgLaaAO",78
379,0.0,Fri Jan 19 18:29:28 +0000 2018,0.0,1.0,0.0,@FoxNews,Sen. Chuck Schumer meets with President Trump amid budget logjam after White House blasts 'Schumer Shutdown' https://t.co/bsRLg1K6Tl,79
380,0.0,Fri Jan 19 18:26:05 +0000 2018,0.0,1.0,0.0,@FoxNews,California's bullet train overbudget by billions https://t.co/B91TbKsAmV,80
381,0.4019,Fri Jan 19 18:25:14 +0000 2018,0.0,0.816,0.184,@FoxNews,".@SenJohnThune: ""Hopefully @POTUS is going to talk some sense into @SenSchumer."" #OutnumberedOT https://t.co/SncsQXkO44",81
382,0.34,Fri Jan 19 18:16:32 +0000 2018,0.0,0.844,0.156,@FoxNews,".@BobCusack: ""I think the odds of a shut-down are certainly more than 50/50."" #OutnumberedOT https://t.co/U7x03zVqMe",82
383,-0.34,Fri Jan 19 18:13:33 +0000 2018,0.124,0.876,0.0,@FoxNews,"'Come On, You Know the Answer to That': Mulvaney Pushes Back on CNN's Acosta Over Shutdown Blame https://t.co/VwXHi8AuXz",83
384,0.0,Fri Jan 19 17:54:10 +0000 2018,0.0,1.0,0.0,@FoxNews,"On @foxandfriends, @DiamondandSilk slammed @TheDemocrats for potentially causing a government shutdown over DACA re… https://t.co/thfos8Zd5f",84
385,0.6369,Fri Jan 19 17:51:57 +0000 2018,0.0,0.819,0.181,@FoxNews,"""The @March_for_Life is a movement born out of love... You love every child, born and unborn, b/c you believe that… https://t.co/23cLOpL4tp",85
386,0.5994,Fri Jan 19 17:50:33 +0000 2018,0.0,0.803,0.197,@FoxNews,"RT @FoxBusiness: .@NancyPelosi on the House GOP deal on children's health program: ""This is like giving you a bowl of doggy doo."" https://t…",86
387,0.5859,Fri Jan 19 17:50:24 +0000 2018,0.0,0.853,0.147,@FoxNews,"RT @FoxBusiness: .@Varneyco: ""Chalk up another win for the president. This year, the US will produce more oil than Saudi Arabia... That is…",87
388,0.0,Fri Jan 19 17:49:01 +0000 2018,0.0,1.0,0.0,@FoxNews,".@VP: ""[@realDonaldTrump] is the most pro-life president in American history."" #MarchforLife https://t.co/3z42OOVO9y",88
389,-0.1531,Fri Jan 19 17:45:55 +0000 2018,0.096,0.843,0.062,@FoxNews,BREAKING NEWS: Report: @POTUS invites @SenSchumer to @WhiteHouse to try to reach deal to avert shutdown. https://t.co/tiVTEp9RKx,89
390,0.6369,Fri Jan 19 17:39:58 +0000 2018,0.0,0.822,0.178,@FoxNews,".@POTUS: ""It is the gift of life itself - that is why we march. That is why we pray. And that is why we declare tha… https://t.co/hnFrpp5rYB",90
391,0.0,Fri Jan 19 17:37:28 +0000 2018,0.0,1.0,0.0,@FoxNews,".@POTUS: ""We are protecting the sanctity of life and the family as the foundation of our society."" #MarchforLife https://t.co/Kup3kIy3Od",91
392,0.3818,Fri Jan 19 17:36:32 +0000 2018,0.0,0.86,0.14,@FoxNews,".@POTUS: ""On the National Day of Prayer, I signed an executive order to protect religious liberty."" #MarchforLife https://t.co/QVDNODMBUw",92
