,Compound Score,Date,Negative Score,Neutral Score,Positive Score,Source,Text,Tweets Ago
127,-0.3595,Thu Jan 18 02:28:47 +0000 2018,0.172,0.828,0.0,@CBS,.@ZaneLowe and @AppleMusic's latest #UpNext artist @stefflondon stop by the @LateLateShow tonight! https://t.co/q8EGVM5Bky,27
128,0.5859,Wed Jan 17 23:59:46 +0000 2018,0.0,0.833,0.167,@CBS,"When these #SuperBowlCommercials face off, who will win - Man or Beast? Watch all the memorable spots and cast your… https://t.co/Qbu0Ah0toB",28
129,0.0,Wed Jan 17 19:54:17 +0000 2018,0.0,1.0,0.0,@CBS,"2018 GRAMMY® nominee @LadyGaga is never afraid to push boundaries.

Watch her perform live at The 60th Annual… https://t.co/TqqoTcVs2i",29
130,0.3182,Wed Jan 17 19:04:12 +0000 2018,0.0,0.881,0.119,@CBS,#StrangeAngel Casting News: @rupertfriend joins the cast of the upcoming CBS All Access original drama series. Lear… https://t.co/xOq0SC6ove,30
131,0.1316,Wed Jan 17 14:52:00 +0000 2018,0.072,0.826,0.102,@CBS,"You won't want to miss performances by @eltonofficial with @MileyCyrus, @U2, @samsmithworld, @kendricklamar &amp; more!… https://t.co/dCKkJIXQfZ",31
132,0.9215,Sun Jan 14 22:13:29 +0000 2018,0.0,0.621,0.379,@CBS,Cast your vote now and see who will be named the winner of Super Bowl Greatest Commercials 2018! Tune in January 30… https://t.co/zUteavWdKi,32
133,0.3182,Sun Jan 14 19:12:26 +0000 2018,0.13,0.628,0.242,@CBS,"If you continue to experience problems, please visit https://t.co/wvWEgDYfI5 to send our support team an email.",33
134,0.1027,Sun Jan 14 19:12:25 +0000 2018,0.0,0.935,0.065,@CBS,"We apologize for the live streaming issues some users are experiencing on CBS All Access this morning. The issue, a… https://t.co/WNl94H269i",34
135,0.6705,Sun Jan 14 19:11:33 +0000 2018,0.0,0.756,0.244,@CBS,"RT @startrekcbs: There will be lots to discuss after tonight's new #StarTrekDiscovery. Luckily, #AfterTrek has you covered. Join @karterhol…",35
136,-0.2244,Sun Jan 14 14:49:58 +0000 2018,0.095,0.905,0.0,@CBS,Don’t miss the AFC Divisional game! Stream the Jacksonville Jaguars at Pittsburgh Steelers LIVE today at 1:05PM ET… https://t.co/uYjgjaa6Oj,36
137,0.5719,Sun Jan 14 12:00:01 +0000 2018,0.0,0.829,0.171,@CBS,"Today's music stars will be tomorrow's legends. In two weeks, celebrate The 60th Annual #GRAMMYs, Sunday, January 2… https://t.co/feZVWMIKua",37
138,-0.2244,Sat Jan 13 14:32:07 +0000 2018,0.086,0.914,0.0,@CBS,Don’t miss the AFC Divisional game! Stream the Tennessee Titans at New England Patriots LIVE tonight at 8:15PM ET w… https://t.co/X34bNfms3j,38
139,0.8016,Fri Jan 12 21:39:27 +0000 2018,0.0,0.703,0.297,@CBS,Star power makes these commercials instant classics! Vote for your favorite spot now and watch Super Bowl Greatest… https://t.co/DwBhTazToF,39
140,0.7717,Fri Jan 12 12:00:05 +0000 2018,0.0,0.676,0.324,@CBS,Four-time GRAMMY® winner @KeithUrban inspires the next generation of young artists through music education. Because… https://t.co/1a32zReMrn,40
141,0.0,Thu Jan 11 20:34:24 +0000 2018,0.0,1.0,0.0,@CBS,Here's why @startrekcbs needs to be your next binge: https://t.co/locrpdx0VT #StarTrekDiscovery https://t.co/XOMuprlXzG,41
142,0.555,Thu Jan 11 20:31:42 +0000 2018,0.0,0.796,0.204,@CBS,RT @Elementary_CBS: Your favorite detective duo is back! #Elementary returns April 30 at 10/9c! https://t.co/aG8XiwAd6S,42
143,0.0,Thu Jan 11 20:31:33 +0000 2018,0.0,1.0,0.0,@CBS,"RT @CodeBlackCBS: Return to Angels Memorial on Wednesday, May 2 for season 3 of #CodeBlack. https://t.co/ZmfuQhOwoU",43
144,0.1867,Thu Jan 11 12:00:06 +0000 2018,0.0,0.916,0.084,@CBS,#TBT to when @latelateshow's @JKCorden rolled into the 2017 #GRAMMYs! Don't miss him return to host The 60th Annual… https://t.co/CbczcnV3HK,44
145,0.8553,Wed Jan 10 17:15:18 +0000 2018,0.0,0.656,0.344,@CBS,Hosts @7BOOMERESIASON &amp; @DanielaRuah return in Super Bowl Greatest Commercials 2018 pitting man vs. beast! Cast you… https://t.co/bk8OKTblMw,45
146,0.0,Wed Jan 10 14:44:59 +0000 2018,0.0,1.0,0.0,@CBS,"Music's Biggest Night® just got bigger with epic performances by @BrunoMars with @iamcardib, @KeshaRose, @sza and m… https://t.co/rCWrP6PihR",46
147,0.1867,Tue Jan 09 19:30:28 +0000 2018,0.0,0.924,0.076,@CBS,RT @BullCBS: Dr. #Bull's latest case could change the way Psychologists work. Don't miss tonight's new episode at 9/8c on CBS! https://t.co…,47
148,0.836,Tue Jan 09 19:27:16 +0000 2018,0.0,0.683,0.317,@CBS,"🎶@Prince pushed the envelope and never settled for ordinary.

Celebrate the greatest artists in music history at Th… https://t.co/GPZ9YgK1tH",48
149,0.0,Tue Jan 09 18:29:39 +0000 2018,0.0,1.0,0.0,@CBS,RT @AmazingRaceCBS: This race is just getting started. Catch a new episode of The #AmazingRace tomorrow at 8/7c on CBS! https://t.co/Nab5DC…,49
150,0.0,Mon Jan 08 18:07:57 +0000 2018,0.0,1.0,0.0,@CBS,RT @startrekcbs: #StarTrekDiscovery is back! Episode 10 is now streaming on CBS All Access: https://t.co/xPeb97Rs8J https://t.co/Uvgab7nGgS,50
151,0.0,Mon Jan 08 14:34:48 +0000 2018,0.0,1.0,0.0,@CBS,"New year, new case. Watch the latest episode of #NCISLA now: https://t.co/1rAsX4EsiB https://t.co/QzRZcORK9r",51
152,0.0,Mon Jan 08 14:29:20 +0000 2018,0.0,1.0,0.0,@CBS,RT @AmazingRaceCBS: Which teams are zipping through the first leg of the #AmazingRace? https://t.co/8isAwPyrLY,52
153,0.0,Mon Jan 08 00:29:51 +0000 2018,0.0,1.0,0.0,@CBS,RT @MadamSecretary: Is VP Hurst going to work with or against Elizabeth? Stream a new #MadamSecretary live with CBS All Access: https://t.c…,53
154,0.0,Sat Jan 06 20:05:17 +0000 2018,0.0,1.0,0.0,@CBS,"RT @debrabirnbaum: .@ShawnRyanTV: To me, being on CBS is the opposite of preaching to the choir. #TCA18",54
155,0.8271,Sat Jan 06 19:04:08 +0000 2018,0.0,0.686,0.314,@CBS,RT @LivinBiblically: “The truth is it somehow gorgeously straddles both sides...I have had friends come from all different walks of life an…,55
156,-0.7717,Sat Jan 06 19:03:38 +0000 2018,0.226,0.774,0.0,@CBS,RT @instinctcbs: “This is a crime show where at the end you’re not reminded of how miserable things are in the world right now…You feel sat…,56
157,0.0,Sat Jan 06 00:37:55 +0000 2018,0.0,1.0,0.0,@CBS,"RT @startrekcbs: Star Trek has touched the lives of generations of fans, including the cast and writers of #StarTrekDiscovery. What's your…",57
158,0.0,Sat Jan 06 00:30:53 +0000 2018,0.0,1.0,0.0,@CBS,#StrangeAngel has found its leading man! Jack Reynor will star as famed rocket engineer Jack Parsons in the upcomin… https://t.co/sHkSKABGfd,58
159,0.0,Fri Jan 05 18:30:42 +0000 2018,0.0,1.0,0.0,@CBS,"The streak of new episodes continues! Watch new episodes of #MacGyver, #H50 &amp; #BlueBloods tonight starting at 8/7c.… https://t.co/xs2vbVqBJZ",59
160,0.0,Fri Jan 05 16:05:58 +0000 2018,0.0,1.0,0.0,@CBS,"RT @CBSTweet: #CBSRatingsNews: CBS Sweeps Fourth Quarter Ratings in Daytime, Primetime and Late Night for the First Time Since 2009 https:/…",60
161,0.1867,Thu Jan 04 23:13:02 +0000 2018,0.0,0.89,0.11,@CBS,"New year, new episodes! Don't miss all-new episodes of @BigBangTheory, @YoungSheldon, @MomCBS, @LifeInPiecesCBS, an… https://t.co/COf6Qg8Mz1",61
162,-0.296,Thu Jan 04 14:43:09 +0000 2018,0.121,0.879,0.0,@CBS,"Current nominees @LadyGaga, @LittleBigTown, @Pink, Childish Gambino and more will perform live at the #GRAMMYs, Jan… https://t.co/PlLMasNPwD",62
163,0.5423,Wed Jan 03 20:33:09 +0000 2018,0.0,0.821,0.179,@CBS,"RT @startrekcbs: From Airiam to Zefram Cochrane, #StarTrekDiscovery features fascinating new concepts along with classic references. What's…",63
164,-0.5267,Wed Jan 03 19:51:15 +0000 2018,0.167,0.833,0.0,@CBS,Torres and Bishop went undercover as a criminal couple on the latest episode of #NCIS. Catch up now:… https://t.co/1iTEneHyJS,64
165,0.5423,Wed Jan 03 15:00:05 +0000 2018,0.0,0.857,0.143,@CBS,Do you know all the nominees for Artist Of The Year? Get familiar with this year's GRAMMY® Award nominees ahead of… https://t.co/UQa8Mu9PUV,65
166,0.0,Wed Jan 03 12:00:01 +0000 2018,0.0,1.0,0.0,@CBS,"The new year of new episodes continues tonight with all-new episodes of #AmazingRace, #SEALTeam and #CriminalMinds… https://t.co/bwhNhQgsFC",66
167,-0.7692,Wed Jan 03 00:47:26 +0000 2018,0.267,0.733,0.0,@CBS,"RT @BullCBS: Tonight, can #Bull prove that a teen accused of robbing a jewelry store isn't responsible for the crime? Tune in at 9/8c or st…",67
168,0.8516,Tue Jan 02 22:41:51 +0000 2018,0.0,0.66,0.34,@CBS,It's your last chance to choose the pro football player with the best off-the-field talent! Vote now to decide who… https://t.co/6DjwqU0MB9,68
169,0.0,Tue Jan 02 08:00:03 +0000 2018,0.0,1.0,0.0,@CBS,"New year, new episodes -- all week long! It kicks off with an all-new #NCIS, #Bull and #NCISNOLA tonight starting a… https://t.co/bcmAaUQJtf",69
170,0.0,Mon Jan 01 01:16:12 +0000 2018,0.0,1.0,0.0,@CBS,"Due to #NFL football games overrun, revised start times &amp; lineup for Eastern/Central Time Zones Only:
#60Minutes 8:… https://t.co/rqOYbM5j0h",70
171,0.7798,Sun Dec 31 14:37:05 +0000 2017,0.0,0.736,0.264,@CBS,Get ready for football! Stream NFL on CBS today with #CBSAllAccess. Try 1 month FREE with promo code BINGE (not ava… https://t.co/NEntvW7QHd,71
172,0.0,Sat Dec 30 20:25:20 +0000 2017,0.0,1.0,0.0,@CBS,"RT @NoActivityCBS: All season nothing's happened. Now prepare for activity. Stream the #NoActivity season finale Sunday, Dec 31 on CBS All…",72
173,0.3612,Sat Dec 30 20:24:58 +0000 2017,0.0,0.884,0.116,@CBS,RT @startrekcbs: Find out what happens when you boldly go too far. #StarTrekDiscovery continues January 7 on CBS All Access: https://t.co/f…,73
174,0.0857,Fri Dec 29 16:06:02 +0000 2017,0.144,0.699,0.157,@CBS,Stream NC State Wolfpack at Arizona State Sun Devils LIVE today at 3PM ET with a 1-month FREE trial of… https://t.co/8k50thgtip,74
175,0.1511,Thu Dec 28 20:31:01 +0000 2017,0.096,0.783,0.121,@CBS,"In case you missed this star-studded tribute to Carol Burnett's classic comedy series, catch up now! Watch The Caro… https://t.co/wu7BxM9gtm",75
176,0.0,Thu Dec 28 19:28:22 +0000 2017,0.0,1.0,0.0,@CBS,Some of TV's biggest stars saluted @TheNormanLear's impact on television and culture at The 40th Annual Kennedy Cen… https://t.co/E74ChUW1uE,76
177,0.875,Wed Dec 27 22:45:05 +0000 2017,0.0,0.643,0.357,@CBS,The search is on to find the pro football player with the best off-the-field talent. Vote for your favorite player… https://t.co/R0fb5ngJ16,77
178,0.7717,Wed Dec 27 21:04:10 +0000 2017,0.0,0.705,0.295,@CBS,"Celebrate everyone's favorite classic sitcom with Carol Burnett, Vicki Lawrence, and more stars during The Carol Bu… https://t.co/SaiZ9TzBVO",78
179,0.8452,Wed Dec 27 19:52:02 +0000 2017,0.0,0.663,0.337,@CBS,Joy to the world of streaming! Try #CBSAllAccess FREE for 1 month – just use code BINGE by 1/2:… https://t.co/9p1ACnslz6,79
180,0.0,Wed Dec 27 19:40:34 +0000 2017,0.0,1.0,0.0,@CBS,"Music legend Stevie Wonder salutes @LionelRichie while performing his classic hit, ""Easy"" at The 40th Annual Kenned… https://t.co/7TeDeNyhgo",80
181,0.7003,Wed Dec 27 12:00:01 +0000 2017,0.0,0.766,0.234,@CBS,"As the youngest Kennedy Center Honoree in 40 years, @LLCoolJ talks about what motivates him to chase his dreams. Wa… https://t.co/DFY78y99w3",81
182,0.8398,Wed Dec 27 07:27:33 +0000 2017,0.0,0.64,0.36,@CBS,Here's to the 2017 Kennedy Center Honorees! Catch up on an evening of stunning performances and inspiring speeches… https://t.co/jGfANpSCul,82
183,0.8221,Wed Dec 27 04:00:52 +0000 2017,0.0,0.664,0.336,@CBS,This celebration could go all night long! What a great final performance in honor of @LionelRichie. #KCHonors https://t.co/xKLWpKr3v0,83
184,0.0,Wed Dec 27 03:59:48 +0000 2017,0.0,1.0,0.0,@CBS,RT @MarkAPrinceJr: A #LionelRichie tribute is not complete without 🎶All Night Long🎶 😁 #KCHonors,84
185,0.8271,Wed Dec 27 03:36:01 +0000 2017,0.0,0.58,0.42,@CBS,Carmen de Lavallade (@CarmenDances) got emotional during those beautiful performances in her honor. Congratulations… https://t.co/gOCAZpZDpt,85
186,0.8103,Wed Dec 27 03:35:29 +0000 2017,0.0,0.685,0.315,@CBS,RT @Glamourtunist: This tribute to Carmen de Lavallade at the #KCHonors is so beautiful and well deserved. ❤️,86
187,0.0,Wed Dec 27 03:03:49 +0000 2017,0.0,1.0,0.0,@CBS,RT @llcoolj: Attn: #HIPHOP !!!! We made history!! #KCHonors,87
188,0.5255,Wed Dec 27 03:03:26 +0000 2017,0.0,0.78,0.22,@CBS,.@llcoolj is making history! He’s the Kennedy Center’s first hip-hop honoree. #KCHonors https://t.co/kCqkOdUjtu,88
189,0.7096,Wed Dec 27 02:57:56 +0000 2017,0.0,0.753,0.247,@CBS,RT @ErinAnnCullen: #KCHonors is always a night of inspiration. Thank you to these artists for your impact on our country. ❤️🧡💛💚💙💜,89
190,0.7345,Wed Dec 27 02:48:52 +0000 2017,0.0,0.64,0.36,@CBS,Give a round of applause to television pioneer and 2017 Honoree @TheNormanLear! #KCHonors https://t.co/20UosF987x,90
191,0.6124,Wed Dec 27 02:45:34 +0000 2017,0.0,0.826,0.174,@CBS,RT @AliL: This tribute to Norman Lear on #KCHonors is outstanding AND a walk down my childhood TV memory lane. 👏🏻📺,91
192,0.3699,Wed Dec 27 02:28:07 +0000 2017,0.0,0.702,0.298,@CBS,RT @llcoolj: Moments I’ll never forget!!! #KCHonors,92
193,0.8748,Wed Dec 27 02:26:46 +0000 2017,0.0,0.474,0.526,@CBS,.@GloriaEstefan approves of those amazing musical performances in her honor! #KCHonors https://t.co/i3EVYEoKRx,93
194,0.9601,Wed Dec 27 02:20:11 +0000 2017,0.0,0.434,0.566,@CBS,RT @thepickypantry: Beautiful tribute to @GloriaEstefan on the Kennedy Center Honors. Love Mi Tierra! Amazing and inspiring what a fighter…,94
195,0.8908,Wed Dec 27 02:00:29 +0000 2017,0.0,0.654,0.346,@CBS,Time to celebrate the 2017 honorees at The 40th Annual Kennedy Center Honors! Tune in now on CBS and CBS All Access… https://t.co/1OULMpCfPy,95
196,0.0,Wed Dec 27 01:08:32 +0000 2017,0.0,1.0,0.0,@CBS,"Tonight, @LionelRichie, @LLCoolJ, @GloriaEstefan, @TheNormanLear &amp; Carmen de Lavallade will be recognized at The 40… https://t.co/jZJqNo8h3b",96
197,0.2415,Tue Dec 26 12:00:01 +0000 2017,0.173,0.61,0.218,@CBS,"Don't miss the breathtaking performances, standing ovations and moving tributes that will leave you inspired. Here'… https://t.co/imILa52fjz",97
198,0.5106,Mon Dec 25 12:00:05 +0000 2017,0.0,0.809,0.191,@CBS,"Experience the performances and the memories when 2017 Honorees @LionelRichie, @GloriaEstefan, Carmen de Lavallade,… https://t.co/ygbqASVL7t",98
199,-0.2263,Mon Dec 25 00:48:24 +0000 2017,0.101,0.899,0.0,@CBS,"Due to NFL overrun CBS is delayed 36mins in Charlotte/NC, Cincinnati/OH, Nashville, Atlanta, New Orleans, Baton Rou… https://t.co/20mnbAhpTm",99
200,0.4215,Fri Jan 19 23:58:06 +0000 2018,0.0,0.781,0.219,@CNN,Facebook is planning to rank news outlets by trustworthiness https://t.co/2BdV0j5PmO https://t.co/eYMNPTZEFf,0
201,-0.0516,Fri Jan 19 23:53:09 +0000 2018,0.091,0.909,0.0,@CNN,2 different White House approaches to Russia testimony leave lawmakers scratching their heads… https://t.co/OX0XeRjVTd,1
202,0.0,Fri Jan 19 23:51:29 +0000 2018,0.0,1.0,0.0,@CNN,RT @CNNSitRoom: Republican Sen. Dan Sullivan: The decision on whether not the government is going to shut down is now on Senate Democrats h…,2
203,0.4019,Fri Jan 19 23:48:06 +0000 2018,0.0,0.863,0.137,@CNN,The Democratic Party is progressing -- some members need to catch up | By Jeff Weaver via @CNNOpinion… https://t.co/hV4AGQGyns,3
204,-0.6249,Fri Jan 19 23:43:03 +0000 2018,0.242,0.758,0.0,@CNN,"A 58-year-old Kentucky man is being charged with assaulting a member of Congress, in connection with the November a… https://t.co/nZ6FWDBrwO",4
205,0.0,Fri Jan 19 23:37:38 +0000 2018,0.0,1.0,0.0,@CNN,What Donald Trump was saying during the last government shutdown | Analysis by CNN's Gregory Krieg… https://t.co/AcAlZM0Qil,5
206,0.4404,Fri Jan 19 23:33:03 +0000 2018,0.0,0.861,0.139,@CNN,"The Federal Reserve's regulatory czar, appointed last year by President Trump, lays out his plans to relax regulati… https://t.co/XLxb64d0dW",6
207,0.7845,Fri Jan 19 23:30:10 +0000 2018,0.0,0.699,0.301,@CNN,RT @CNNSitRoom: Budget director Mulvaney on possible government shutdown: There has been a great deal of progress https://t.co/gf8pas9gWb h…,7
208,-0.296,Fri Jan 19 23:28:07 +0000 2018,0.115,0.885,0.0,@CNN,"The federal official overseeing offshore drilling policy said there has been no ""official decision"" that Florida is… https://t.co/x6fMGOC1CT",8
209,0.3597,Fri Jan 19 23:23:03 +0000 2018,0.096,0.719,0.185,@CNN,The 10 most powerful lines from Aly Raisman at Larry Nassar's sentencing https://t.co/M1jl80QQsZ https://t.co/fKzkJHdxsr,9
210,0.25,Fri Jan 19 23:10:04 +0000 2018,0.0,0.913,0.087,@CNN,Buyers who sign up early for new Trump-branded apartments in India are being given the chance to meet with Donald T… https://t.co/OyMuPgomDT,10
211,0.624,Fri Jan 19 23:00:52 +0000 2018,0.0,0.796,0.204,@CNN,People keep eating one of Procter &amp; Gamble's most successful innovations in years: Tide Pods https://t.co/sfzZBuqNMc https://t.co/iYQAvTo7PU,11
212,0.2023,Fri Jan 19 22:56:59 +0000 2018,0.088,0.787,0.125,@CNN,"Protesters gather in a US Senate office building in Washington, chanting in support of protection for Dreamers as t… https://t.co/eyeq1FAxXo",12
213,0.3182,Fri Jan 19 22:50:11 +0000 2018,0.169,0.547,0.284,@CNN,US troops helped Somalia's security forces rescue approximately 30 children from a terror camp… https://t.co/VK9RYnLFiY,13
214,-0.743,Fri Jan 19 22:40:09 +0000 2018,0.249,0.751,0.0,@CNN,"Michael Phelps, the most decorated Olympian of all time, opened up about his battle with depression and said he con… https://t.co/q6Hj6eOrNK",14
215,-0.2263,Fri Jan 19 22:35:05 +0000 2018,0.101,0.899,0.0,@CNN,House conservatives are demanding public release of a memo detailing allegations of FBI missteps during the 2016 el… https://t.co/Rf6kRYawrG,15
216,-0.25,Fri Jan 19 22:30:09 +0000 2018,0.175,0.714,0.11,@CNN,The list of actors refusing to work with Woody Allen is growing https://t.co/cldRdosbXV,16
217,0.0,Fri Jan 19 22:20:13 +0000 2018,0.0,1.0,0.0,@CNN,"Delta flies 250,000 service animals a year. Now the rules are changing. https://t.co/grpfOg7oJg https://t.co/ZabaHvIeOh",17
218,0.0644,Fri Jan 19 22:10:08 +0000 2018,0.0,0.935,0.065,@CNN,"Secretary of Defense James Mattis says military will ""continue what we are doing"" but government shutdown will have… https://t.co/lYUil7OroI",18
219,0.5945,Fri Jan 19 22:04:21 +0000 2018,0.0,0.787,0.213,@CNN,"RT @TheLeadCNN: Anthony Scaramucci says ""elites"" don't understand when President Trump is joking. Watch more on a CNN special report tonigh…",19
220,0.4215,Fri Jan 19 23:58:06 +0000 2018,0.0,0.781,0.219,@CNN,Facebook is planning to rank news outlets by trustworthiness https://t.co/2BdV0j5PmO https://t.co/eYMNPTZEFf,20
221,-0.0516,Fri Jan 19 23:53:09 +0000 2018,0.091,0.909,0.0,@CNN,2 different White House approaches to Russia testimony leave lawmakers scratching their heads… https://t.co/OX0XeRjVTd,21
222,0.0,Fri Jan 19 23:51:29 +0000 2018,0.0,1.0,0.0,@CNN,RT @CNNSitRoom: Republican Sen. Dan Sullivan: The decision on whether not the government is going to shut down is now on Senate Democrats h…,22
223,0.4019,Fri Jan 19 23:48:06 +0000 2018,0.0,0.863,0.137,@CNN,The Democratic Party is progressing -- some members need to catch up | By Jeff Weaver via @CNNOpinion… https://t.co/hV4AGQGyns,23
224,-0.6249,Fri Jan 19 23:43:03 +0000 2018,0.242,0.758,0.0,@CNN,"A 58-year-old Kentucky man is being charged with assaulting a member of Congress, in connection with the November a… https://t.co/nZ6FWDBrwO",24
225,0.0,Fri Jan 19 23:37:38 +0000 2018,0.0,1.0,0.0,@CNN,What Donald Trump was saying during the last government shutdown | Analysis by CNN's Gregory Krieg… https://t.co/AcAlZM0Qil,25
226,0.4404,Fri Jan 19 23:33:03 +0000 2018,0.0,0.861,0.139,@CNN,"The Federal Reserve's regulatory czar, appointed last year by President Trump, lays out his plans to relax regulati… https://t.co/XLxb64d0dW",26
227,0.7845,Fri Jan 19 23:30:10 +0000 2018,0.0,0.699,0.301,@CNN,RT @CNNSitRoom: Budget director Mulvaney on possible government shutdown: There has been a great deal of progress https://t.co/gf8pas9gWb h…,27
228,-0.296,Fri Jan 19 23:28:07 +0000 2018,0.115,0.885,0.0,@CNN,"The federal official overseeing offshore drilling policy said there has been no ""official decision"" that Florida is… https://t.co/x6fMGOC1CT",28
229,0.3597,Fri Jan 19 23:23:03 +0000 2018,0.096,0.719,0.185,@CNN,The 10 most powerful lines from Aly Raisman at Larry Nassar's sentencing https://t.co/M1jl80QQsZ https://t.co/fKzkJHdxsr,29
230,0.25,Fri Jan 19 23:10:04 +0000 2018,0.0,0.913,0.087,@CNN,Buyers who sign up early for new Trump-branded apartments in India are being given the chance to meet with Donald T… https://t.co/OyMuPgomDT,30
231,0.624,Fri Jan 19 23:00:52 +0000 2018,0.0,0.796,0.204,@CNN,People keep eating one of Procter &amp; Gamble's most successful innovations in years: Tide Pods https://t.co/sfzZBuqNMc https://t.co/iYQAvTo7PU,31
232,0.2023,Fri Jan 19 22:56:59 +0000 2018,0.088,0.787,0.125,@CNN,"Protesters gather in a US Senate office building in Washington, chanting in support of protection for Dreamers as t… https://t.co/eyeq1FAxXo",32
233,0.3182,Fri Jan 19 22:50:11 +0000 2018,0.169,0.547,0.284,@CNN,US troops helped Somalia's security forces rescue approximately 30 children from a terror camp… https://t.co/VK9RYnLFiY,33
234,-0.743,Fri Jan 19 22:40:09 +0000 2018,0.249,0.751,0.0,@CNN,"Michael Phelps, the most decorated Olympian of all time, opened up about his battle with depression and said he con… https://t.co/q6Hj6eOrNK",34
235,-0.2263,Fri Jan 19 22:35:05 +0000 2018,0.101,0.899,0.0,@CNN,House conservatives are demanding public release of a memo detailing allegations of FBI missteps during the 2016 el… https://t.co/Rf6kRYawrG,35
236,-0.25,Fri Jan 19 22:30:09 +0000 2018,0.175,0.714,0.11,@CNN,The list of actors refusing to work with Woody Allen is growing https://t.co/cldRdosbXV,36
237,0.0,Fri Jan 19 22:20:13 +0000 2018,0.0,1.0,0.0,@CNN,"Delta flies 250,000 service animals a year. Now the rules are changing. https://t.co/grpfOg7oJg https://t.co/ZabaHvIeOh",37
238,0.0644,Fri Jan 19 22:10:08 +0000 2018,0.0,0.935,0.065,@CNN,"Secretary of Defense James Mattis says military will ""continue what we are doing"" but government shutdown will have… https://t.co/lYUil7OroI",38
239,0.5945,Fri Jan 19 22:04:21 +0000 2018,0.0,0.787,0.213,@CNN,"RT @TheLeadCNN: Anthony Scaramucci says ""elites"" don't understand when President Trump is joking. Watch more on a CNN special report tonigh…",39
240,0.5106,Fri Jan 19 22:00:13 +0000 2018,0.0,0.852,0.148,@CNN,Former FBI Director James Comey will teach a course on ethical leadership at William and Mary beginning in the fall… https://t.co/A8reYijFli,40
241,0.0,Fri Jan 19 21:45:04 +0000 2018,0.0,1.0,0.0,@CNN,Why isn't the Stormy Daniels story a bigger deal? | Analysis by CNN's Chris Cillizza https://t.co/BJhltiP40N https://t.co/GbFOgJdGaP,41
242,0.4019,Fri Jan 19 21:41:03 +0000 2018,0.187,0.565,0.247,@CNN,"US Supreme Court Justice Sonia Sotomayor suffered ""symptoms of low blood sugar"" and paramedics were called to her h… https://t.co/D5clp317FM",42
243,0.0,Fri Jan 19 21:35:07 +0000 2018,0.0,1.0,0.0,@CNN,"Democratic House Intel member alleges that ""there is plenty of evidence to suggest"" Trump Organization money launde… https://t.co/o56Zy0YOv3",43
244,-0.0276,Fri Jan 19 21:30:21 +0000 2018,0.108,0.788,0.103,@CNN,"NEW POLL: Which is more important for Congress to do?

- Avoid a shutdown: 56%
- Continue DACA program: 34%… https://t.co/iFfSTT43Fm",44
245,0.4767,Fri Jan 19 21:24:06 +0000 2018,0.0,0.763,0.237,@CNN,CNN Poll: President Trump's approval rating edges up to 40% https://t.co/tSdqXC2Yzr,45
246,0.5267,Fri Jan 19 21:20:12 +0000 2018,0.0,0.833,0.167,@CNN,Justice Department says it will re-try Democratic New Jersey Sen. Bob Menendez on bribery and corruption charges… https://t.co/usqYhEaoez,46
247,0.3804,Fri Jan 19 21:12:02 +0000 2018,0.0,0.88,0.12,@CNN,"NEW POLL: Who would be most responsible for a government shutdown?
-Donald Trump: 21%
-GOP in Congress 26%
-Dems in… https://t.co/WEnMxNoCPK",47
248,0.0,Fri Jan 19 21:00:05 +0000 2018,0.0,1.0,0.0,@CNN,Senate Minority Leader Chuck Schumer and President Donald Trump met at the White House just hours ahead of the dead… https://t.co/Obv1pvWXxN,48
249,-0.1027,Fri Jan 19 20:50:07 +0000 2018,0.076,0.924,0.0,@CNN,"Just weeks before the 2016 presidential election, President Trump's lawyer formed a private LLC to pay a former por… https://t.co/xZ6XMF1Wsy",49
250,0.0,Fri Jan 19 20:40:15 +0000 2018,0.0,1.0,0.0,@CNN,The newsroom employees of the Los Angeles Times have voted to form a union https://t.co/SAwRF9XHmj https://t.co/Egl4PgyanV,50
251,-0.25,Fri Jan 19 20:30:04 +0000 2018,0.175,0.714,0.11,@CNN,The list of actors refusing to work with Woody Allen is growing https://t.co/BDNNjajm7t,51
252,-0.0516,Fri Jan 19 20:21:16 +0000 2018,0.07,0.93,0.0,@CNN,President Donald Trump touted his administration's anti-abortion record during remarks broadcast to the March for L… https://t.co/qMbquL3p3t,52
253,0.5994,Fri Jan 19 20:10:07 +0000 2018,0.0,0.786,0.214,@CNN,The Supreme Court says it will take up a challenge to the latest version of President Donald Trump's travel ban… https://t.co/UN5ctGnYBI,53
254,0.0,Fri Jan 19 20:00:37 +0000 2018,0.0,1.0,0.0,@CNN,"The year in Melania: an immigrant, a fashion model, a third wife and, by her own account, a notoriously private wom… https://t.co/zlbbNYeR9O",54
255,0.5096,Fri Jan 19 19:50:11 +0000 2018,0.0,0.838,0.162,@CNN,"Baltimore's mayor just ousted the police commissioner, saying the city wasn't reducing violence fast enough. In 201… https://t.co/uB1x0IawS7",55
256,0.0,Fri Jan 19 19:40:08 +0000 2018,0.0,1.0,0.0,@CNN,This doctor delivered a baby while traveling on an international flight https://t.co/dpTcpwS9Rn https://t.co/0Xx0HAALn3,56
257,-0.743,Fri Jan 19 19:30:03 +0000 2018,0.249,0.751,0.0,@CNN,"Michael Phelps, the most decorated Olympian of all time, opened up about his battle with depression and said he con… https://t.co/YzBKxgnfgP",57
